,wom_names,name_year,name_decade,job_is,job_type,job?,job_is_GEN,job_type_GEN,job?_GEN
105,未来,1997,1990,未来の職業は,未来の職種は,未来は何の仕事をしていますか？未来は,['未来の職業は” パイロット ” だそうです。 ” パイロット ” は、 ” パイロット ” の ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” '],['未来の職種は” エンジニア ” です。 エンジニアは、 ” エンジニア ” の職種の中でも、 ” エンジニア ” の職種の中でも、 ” エンジニア ” の職種の中でも、 ” エンジニア ” の職種の中でも、 ” エンジニア ” の職種の中でも、 ”'],['未来は何の仕事をしていますか?未来はあなたの 人生の 一部です。 あなたの 人生の 一部です。 あなたの 人生の 一部です。 あなたの 人生の 一部です。 あなたの 人生の 一部です。 あなたの 人生の 一部です。 あなたの 人生の 一部です']
106,彩乃,1998,1990,彩乃の職業は,彩乃の職種は,彩乃は何の仕事をしていますか？彩乃は,['彩乃の職業は看護師 。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 彩乃の職業は 看護師 。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 彩乃の職業は 看護師 。 看護師'],['彩乃の職種はアイドル である。 アイドルは、アイドルユニットのプロデューサーである。 アイドルは、アイドルユニットのマネージャーである。 アイドルは、アイドルユニットのマネージャーである。 アイドルは、アイドルユニットのマネージャーである。 アイドルは、アイドルユニットのマネージャーである。 アイドルは、アイドルユニットのマネージャーである。 アイドルは、アイドルユニットのマネージャーである'],['彩乃は何の仕事をしていますか?彩乃は何の仕事をしていますか? 彩乃は 何の仕事をしていますか?彩乃は 何の仕事をしていますか? 彩乃は 何の仕事をしていますか?彩乃は 何の仕事をしていますか? 彩乃は 何の仕事をしていますか?彩']
107,玲奈,1998,1990,玲奈の職業は,玲奈の職種は,玲奈は何の仕事をしていますか？玲奈は,['玲奈の職業は看護師 。 玲奈は、看護師として、患者さんの病棟で働いていた。 玲奈は、患者さんの病棟で、看護師として、患者さんの病棟で働いていた。 玲奈は、患者さんの病棟で、看護師として、患者さんの病棟で働いていた。 玲奈は、'],['玲奈の職種は看護師 で、玲奈は 看護師 として 看護師 として 働いています。 玲奈は 看護師 として 看護師 として 働いています。 看護師 として 看護師 として 働いています。 看護師 として 看護師 として 働いています。 看護師 として 看護師 として 看護師 として 働いて'],['玲奈は何の仕事をしていますか?玲奈は何の仕事をしていますか? 玲奈は 何の仕事をしていますか? 玲奈は 何の仕事をしていますか? 玲奈は 何の仕事をしていますか? 玲奈は 何の仕事をしていますか? 玲奈は 何の仕事をしていますか']
108,亜美,1999,1990,亜美の職業は,亜美の職種は,亜美は何の仕事をしていますか？亜美は,['亜美の職業は看護師 。 亜美は、看護師として働きながら、看護師としての経験を活かせる仕事を探していた。 亜美は、看護師としての経験を活かせる仕事を探していた。 亜美は、看護師としての経験を活かせる仕事を探していた。 亜美は、看護師としての経験を活かせる仕事を探していた。 亜美は、'],['亜美の職種は” 美容師 ” である。 亜美は、美容師として、お客様の髪を綺麗にする。 亜美は、美容師として、お客様の髪を綺麗にする。 亜美は、美容師として、お客様の髪を綺麗にする。 亜美は'],['亜美は何の仕事をしていますか?亜美は何の仕事をしていますか? 亜美は 何の仕事をしていますか? 亜美は 何の仕事をしていますか? 亜美は 何の仕事をしていますか? 亜美は 何の仕事をしていますか? 亜美は 何の仕事をしていますか']
109,菜々子,1999,1990,菜々子の職業は,菜々子の職種は,菜々子は何の仕事をしていますか？菜々子は,['菜々子の職業は看護師 で、菜々子は看護師の仕事をしています。 菜々子は、看護師の仕事をしていますが、看護師の仕事は、忙しいです。 菜々子は、看護師の仕事をしていますが、看護師の仕事は、忙しいです。 菜々子は、看護師の仕事をしていますが、看護師の仕事は、忙しいです。'],['菜々子の職種は料理人 で、菜々子は 料理人 の 仕事 をしている 菜々子 は、 料理人 の 仕事 をしている 菜々子 は、 料理人 の 仕事 をしている 菜々子 は、 料理人 の 仕事 をしている 菜々子 は、 '],['菜々子は何の仕事をしていますか?菜々子は何の仕事をしていますか? 菜々子 : 私は、今、お客様のところへ行って、お客様のところへ行って、お客様のところへ行って、お客様のところへ行って、お客様のところへ行って、お客様のところへ行って']
110,さくら,2000,2000,さくらの職業は,さくらの職種は,さくらは何の仕事をしていますか？さくらは,['さくらの職業は看護師 さくらの職業は 看護師 さくらの職業は 看護師 さくらの職業は 看護師 さくらの職業は 看護師 さくらの職業は 看護師 さくらの職業は 看護師 さくらの職業は 看護師 さくらの職業は 看護師 さくらの職業は 看護師 さくらの職業は 看護師 さくらの'],['さくらの職種はweb アプリケーションの開発 です。 さくらの職種は web アプリケーションの開発 です。 さくらの職種は web アプリケーションの開発 です。 さくらの職種は web アプリケーションの開発 です。 さくらの職種は web アプリケーションの開発 です。 さくらの職種は web アプリケーションの開発 です。 さくら'],['さくらは何の仕事をしていますか?さくらは何の仕事をしていますか? さくらは 何の仕事をしていますか? さくらは 何の仕事をしていますか? さくらは 何の仕事をしていますか? さくらは 何の仕事をしていますか? さくらは 何の仕事をしていますか? さくらは 何の']
111,菜月,2000,2000,菜月の職業は,菜月の職種は,菜月は何の仕事をしていますか？菜月は,['菜月の職業は看護師 で、菜月の実家は 看護師 の実家で、菜月は 看護師 の両親と同居している。 菜月は 看護師 の両親と同居している。 菜月は 看護師 の両親と同居している。 菜月は 看護師 の両親と同居している。 菜月は 看護師'],['菜月の職種は看護師 で、菜月は 看護師 として 病院 で働いています。 菜月は 看護師 として 病院 で働いていますが、 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 として 看護師 '],['菜月は何の仕事をしていますか?菜月は何の仕事をしていますか? 菜月は 何の仕事をしていますか? 菜月は 何の仕事をしていますか? 菜月は 何の仕事をしていますか? 菜月は 何の仕事をしていますか? 菜月は 何の仕事をしていますか']
112,美月,2000,2000,美月の職業は,美月の職種は,美月は何の仕事をしていますか？美月は,['美月の職業は看護師 。 美月は、看護師として働いていたが、ある事件をきっかけに、看護師としての仕事をやめる。 美月は、看護師として働いていた病院の院長に、美月の職業を尋ねる。 美月は、院長に、美月は、看護師として働いていた病院の院長に、美月は、看護師として働いて'],['美月の職種は看護師 で、美月は 看護師 として 美月の職場は 病院 で、美月は 看護師 として 美月の職場は 病院 で、美月の職場は 病院 で、美月の職場は 病院 で、美月の職場は 病院 で、美月の'],['美月は何の仕事をしていますか?美月は何の仕事をしていますか? 美月は 何の仕事をしていますか? 美月は 何の仕事をしていますか? 美月は 何の仕事をしていますか? 美月は 何の仕事をしていますか? 美月は 何の仕事をしていますか']
113,結衣,2001,2000,結衣の職業は,結衣の職種は,結衣は何の仕事をしていますか？結衣は,['結衣の職業は看護師 で、結衣の実家は 看護師 の寮がある病院。 結衣は 看護師 として 結衣の実家の病院で働くことになる。 結衣は 看護師 として 結衣の実家の病院で働くことになる。 結衣は 看護師 として 結衣の実家の病院で働くことになる。 結'],['結衣の職種は看護師 で、結衣は 看護師 として 病院に勤務している。 結衣は 看護師 として 病院に勤務している。 結衣は 看護師 として 病院に勤務している。 結衣は 看護師 として 病院に勤務している。 結衣は 看護師 として 病院に勤務している。 結衣は '],['結衣は何の仕事をしていますか?結衣は何の仕事をしていますか? 結衣は 何の仕事をしていますか? 結衣は 何の仕事をしていますか? 結衣は 何の仕事をしていますか? 結衣は 何の仕事をしていますか? 結衣は 何の仕事をしていますか']
114,琴音,2001,2000,琴音の職業は,琴音の職種は,琴音は何の仕事をしていますか？琴音は,['琴音の職業はメイド喫茶の店員 。 琴音のメイド喫茶の常連客。 琴音のメイド喫茶の常連客。 琴音のメイド喫茶の常連客。 琴音のメイド喫茶の常連客。 琴音のメイド喫茶の常連客。 琴音のメイド喫茶の常連客。 琴音のメイド喫茶の'],['琴音の職種は琴音の担当する「お客様のご要望をお伺いする」こと。 琴音は、お客様のご要望をお伺いするのに、お客様のご自宅に伺うことが多い。 琴音は、お客様のご要望をお伺いするのに、お客様の'],['琴音は何の仕事をしていますか?琴音は何の仕事をしていますか? 琴音は 何の仕事をしていますか?琴音は 何の仕事をしていますか? 琴音は 何の仕事をしていますか?琴音は 何の仕事をしていますか? 琴音は 何の仕事をしていますか?琴']
115,美羽,2002,2000,美羽の職業は,美羽の職種は,美羽は何の仕事をしていますか？美羽は,['美羽の職業は美羽の母親が勤める美容室の美容師。 美羽は美羽の母親が勤める美容室の美容師。 美羽は美羽の母親が勤める美容室の美容師。 美羽は美羽の母親が勤める美容室の美容師。 美羽は美羽の母親が'],['美羽の職種は美羽の「お仕事」 である。 美羽は、美羽の「お仕事」を「お仕事」と呼ばない。 美羽は、美羽の「お仕事」を「お仕事」と呼ばない。 美羽は、美羽の「お仕事」を「お仕事」と呼'],['美羽は何の仕事をしていますか?美羽は何の仕事をしていますか? 美羽は 何の仕事をしていますか? 美羽は 何の仕事をしていますか? 美羽は 何の仕事をしていますか? 美羽は 何の仕事をしていますか? 美羽は 何の仕事をしていますか']
116,莉子,2002,2000,莉子の職業は,莉子の職種は,莉子は何の仕事をしていますか？莉子は,['莉子の職業は看護師 。 看護師として働きながら、看護師としての勉強もしている。 看護師としての仕事は、患者さんの健康管理や、看護技術の向上、そして患者さんの家族へのケアなど多岐に渡る。 看護師としての仕事は、患者さんの健康管理や、看護技術の向上、そして患者さんの家族へのケアなど多岐に渡る。 看護師として'],['莉子の職種は1 つだけ。 1 つだけ。 1 つだけ。 1 つだけ。 1 つだけ。 1 つだけ。 1 つだけ。 1 つだけ。 1 つだけ。 1 つだけ。 1 つだけ。 1 つだけ。 1 '],['莉子は何の仕事をしていますか?莉子は何の仕事をしていますか? 莉子 私は 何の仕事をしていますか? 莉子 私は 何の仕事をしていますか? 莉子 私は 何の仕事をしていますか? 莉子 私は 何の仕事をしていますか? 莉子 私は 何の']
117,美優,2002,2000,美優の職業は,美優の職種は,美優は何の仕事をしていますか？美優は,['美優の職業は看護師 で、美優の職業は 看護師 の美優は、 看護師 の美優は、 看護師 の美優は、 看護師 の美優は、 看護師 の美優は、 看護師 の美優は、 看護師 の美優は、 看護師 の美優は、'],['美優の職種は” 看護師 ” である。 美優は、看護師として、患者さんの健康管理や、看護技術の向上に努めている。 美優は、看護師として、患者さんの健康管理や、看護技術の向上に努めている。 美優は、看護師として、患者さんの健康管理や、看護技術の向上に努めている。 美'],['美優は何の仕事をしていますか?美優は何の仕事をしていますか? 美優は 何の仕事をしていますか? 美優は 何の仕事をしていますか? 美優は 何の仕事をしていますか? 美優は 何の仕事をしていますか? 美優は 何の仕事をしていますか']
118,陽菜,2003,2000,陽菜の職業は,陽菜の職種は,陽菜は何の仕事をしていますか？陽菜は,['陽菜の職業は看護師 。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 陽菜の職業は 看護師 。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 陽菜の職業は 看護師 。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 陽'],['陽菜の職種は” 看護師 ” で、 ” 陽菜の職種は ” 看護師 ” で、 ” 陽菜の職種は ” 看護師 ” で、 ” 陽菜の職種は ” 看護師 ” で、 ” 陽菜の職種は ” 看護師 ”'],['陽菜は何の仕事をしていますか?陽菜は何を しているのですか? 陽菜は 何を しているのですか? 陽菜は 何を しているのですか? 陽菜は 何を しているのですか? 陽菜は 何を しているのですか? 陽菜は 何を しているのですか']
119,凜,2003,2000,凜の職業は,凜の職種は,凜は何の仕事をしていますか？凜は,['の職業は                                     '],['の職種は                                     '],['は何の仕事をしていますか?は                                  ']
120,真央,2003,2000,真央の職業は,真央の職種は,真央は何の仕事をしていますか？真央は,['真央の職業は看護師 。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの'],['真央の職種は声優 アシスタントマネージャー アシスタントプロデューサー アシスタントプロデューサー アシスタントプロデューサー アシスタントプロデューサー アシスタントプロデューサー アシスタントプロデューサー アシスタントプロデューサー アシスタントプロデューサー アシスタントプロデューサー アシスタントプロデューサー アシスタントプロデューサー アシスタントプロデューサー アシスタントプロデューサー アシスタントプロデューサー アシスタントプロデューサー アシスタントプロデューサー アシスタントプロデューサー アシスタントプロデューサー アシスタントプロデューサー アシスタントプロデューサー アシスタントプロデューサー アシスタントプロデューサー アシスタントプロデューサー '],['真央は何の仕事をしていますか?真央は何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしています']
121,花音,2004,2000,花音の職業は,花音の職種は,花音は何の仕事をしていますか？花音は,['花音の職業は声優 。 声優ユニット「sora」のメンバー。 声優ユニット「sora」のユニット名「sora」は、声優ユニット「sora」のメンバーである「sora」の「s」と、声優ユニット「sora」のメンバーである「sora」の「a」を組み合わせたものである。 声優ユニット「sora」のメンバーである'],['花音の職種は声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 声優 '],['花音は何の仕事をしていますか?花音は何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか?']
122,百花,2004,2000,百花の職業は,百花の職種は,百花は何の仕事をしていますか？百花は,['百花の職業は百花の職業は 百花の職業は 百花の職業は 百花の職業は 百花の職業は 百花の職業は 百花の職業は 百花の職業は 百花の職業は 百花の職業は 百花の職業は 百花の職業は 百'],['百花の職種は百花の職種 百花の職種(ひゃくはなのしきものは ひゃくはなのしきもの)は、日本の女性アイドルグループ・akb48の楽曲。 作詞は秋元康、作曲は秋元康、編曲は亀田誠治が担当した。 楽曲のセンターポジションは小嶋陽菜が務めた。 楽曲のセンターポジションは小'],['百花は何の仕事をしていますか?百花は何の仕事をしていますか? 百花は 何の仕事をしていますか?百花は 何の仕事をしていますか? 百花は 何の仕事をしていますか?百花は 何の仕事をしていますか? 百花は 何の仕事をしていますか?百']
123,優衣,2006,2000,優衣の職業は,優衣の職種は,優衣は何の仕事をしていますか？優衣は,['優衣の職業は看護師 で、優衣の姉は看護師 で、優衣の姉は看護師 で、優衣の姉は看護師 で、優衣の姉は看護師 で、優衣の姉は看護師 で、優衣の姉は看護師 で、優衣の姉は看護師 で、優衣の姉は看護師'],['優衣の職種は看護師 で、優衣は 看護師 として 看護師 として 働いています。 優衣は 看護師 として 看護師 として 働いています。 優衣は 看護師 として 看護師 として 働いています。 優衣は 看護師 として 看護師 として 働いています。 優衣は 看護師'],['優衣は何の仕事をしていますか?優衣は何の仕事をしていますか? 優衣は 何の仕事をしていますか? 優衣は 何の仕事をしていますか? 優衣は 何の仕事をしていますか? 優衣は 何の仕事をしていますか? 優衣は 何の仕事をしていますか']
124,優奈,2007,2000,優奈の職業は,優奈の職種は,優奈は何の仕事をしていますか？優奈は,['優奈の職業は看護師 。 優奈は、看護師として働きながら、優奈の親友である 優奈の親友である 優奈の親友である 優奈の親友である 優奈の親友である 優奈の親友である 優奈の親友である 優奈の親友である 優奈の親友である 優奈の親友である '],['優奈の職種は看護師 で、優奈は 看護師 として 看護師 として 働いています。 優奈は 看護師 として 看護師 として 働いています。 優奈は 看護師 として 看護師 として 働いています。 優奈は 看護師 として 看護師 として 働いています。 優奈は 看護師'],['優奈は何の仕事をしていますか?優奈は何の仕事をしていますか? 優奈は 何の仕事をしていますか?優奈は 何の仕事をしていますか? 優奈は 何の仕事をしていますか?優奈は 何の仕事をしていますか? 優奈は 何の仕事をしていますか?優']
125,ひなた,2007,2000,ひなたの職業は,ひなたの職種は,ひなたは何の仕事をしていますか？ひなたは,['ひなたの職業はメイド ひなたは メイド メイド ひなたは メイド ひなたは メイド ひなたは メイド ひなたは メイド ひなたは メイド ひなたは メイド ひなたは メイド ひなたは メイド ひなたは '],['ひなたの職種は”お客様の笑顔” です。 私たちは、お客様の笑顔を創り出すために、日々、お客様の笑顔を創り出すための努力を惜しみません。 私たちは、お客様の笑顔を創り出すために、日々、お客様の笑顔を創り出すための努力を'],['ひなたは何の仕事をしていますか?ひなたは何を しているのですか? ひなたは 何を しているのですか?ひなたは 何を しているのですか? ひなたは 何を しているのですか?ひなたは 何を しているのですか? ひなたは 何']
126,心優,2008,2000,心優の職業は,心優の職種は,心優は何の仕事をしていますか？心優は,['心優の職業は心優の職業は 心優の職業は 心優の職業は 心優の職業は 心優の職業は 心優の職業は 心優の職業は 心優の職業は 心優の職業は 心優の職業は 心優の職業は 心優の職業は 心'],['心優の職種は心優の職種 心優の職種は 心優の職種 心優の職種は 心優の職種 心優の職種は 心優の職種 心優の職種は 心優の職種 心優の職種は 心優の職種 心優の職種は 心'],['心優は何の仕事をしていますか?心優は何をしていますか? 心優は 何をしていますか? 心優は 何をしていますか? 心優は 何をしていますか? 心優は 何をしていますか? 心優は 何をしていますか? 心優は ']
127,美桜,2008,2000,美桜の職業は,美桜の職種は,美桜は何の仕事をしていますか？美桜は,['美桜の職業は看護師 で、 美桜の両親は 看護師 で、 美桜の両親は 看護師 で、 美桜の両親は 看護師 で、 美桜の両親は 看護師 で、 美桜の両親は 看護師 で、 美桜の両親は 看護師 で、 美桜'],['美桜の職種は” 看護師 ” で、美桜は ” 看護師 ” として働いています。 美桜は ” 看護師 ” として働いていますが、美桜は ” 看護師 ” として働いています。 美桜は ” 看護師 ” として働いていますが、美桜は ”'],['美桜は何の仕事をしていますか?美桜は何の仕事をしていますか? 美桜は 何の仕事をしていますか? 美桜は 何の仕事をしていますか? 美桜は 何の仕事をしていますか? 美桜は 何の仕事をしていますか? 美桜は 何の仕事をしていますか']
128,結菜,2008,2000,結菜の職業は,結菜の職種は,結菜は何の仕事をしていますか？結菜は,['結菜の職業は看護師 で、結菜の母親が看護師で、結菜の母親が看護師で、結菜の母親が看護師で、結菜の母親が看護師で、結菜の母親が看護師で、結菜の母親が看護師で、結菜の母親が看護師で、結菜の母親が看護師で、結菜の母親が'],['結菜の職種は看護師 で、結菜は 看護師 として 結菜の職場は 病院 で、結菜は 看護師 として 結菜の職場は 病院 で、結菜は 看護師 として 結菜の職場は 病院 で、結菜は 看護師 として 結菜の職場は 病院'],['結菜は何の仕事をしていますか?結菜は結菜の母親です。 結菜は 結菜の母親です。 結菜は 結菜の母親です。 結菜は 結菜の母親です。 結菜は 結菜の母親です。 結菜は 結菜の母親です。 結菜は ']
129,結愛,2009,2000,結愛の職業は,結愛の職種は,結愛は何の仕事をしていますか？結愛は,['結愛の職業はメイド喫茶のメイド 結愛の趣味は メイド喫茶のメイド 結愛の職業は メイド喫茶のメイド 結愛の趣味は メイド喫茶のメイド 結愛の趣味は メイド喫茶のメイド 結愛の趣味は メイド喫茶のメイド 結愛の趣味は メイド喫茶のメイド 結愛'],['結愛の職種は” 秘書 ” 。 結愛の秘書は、結愛の上司である ” 秘書 ” の ” 秘書 ” の ” 秘書 ” の ” 秘書 ” の ” 秘書 ” の ” 秘書 ” の ” 秘書 ”'],['結愛は何の仕事をしていますか?結愛は何の仕事をしていますか? 結愛は 何の仕事をしていますか? 結愛は 何の仕事をしていますか? 結愛は 何の仕事をしていますか? 結愛は 何の仕事をしていますか? 結愛は 何の仕事をしていますか']
130,杏,2011,2010,杏の職業は,杏の職種は,杏は何の仕事をしていますか？杏は,['杏の職業は看護師 杏の職業は 看護師 杏の職業は 看護師 杏の職業は 看護師 杏の職業は 看護師 杏の職業は 看護師 杏の職業は 看護師 杏の職業は 看護師 杏の職業は 看護師 杏の職業は 看護師 杏の職業は 看護師 杏の'],['杏の職種は1 つだけ。 杏は 1 つだけ。 杏は 1 つだけ。 杏は 1 つだけ。 杏は 1 つだけ。 杏は 1 つだけ。 杏は 1 つだけ。 杏は 1 つだけ。 杏は 1 '],['杏は何の仕事をしていますか?杏は何の仕事をしていますか? 杏は 何の仕事をしていますか? 杏は 何の仕事をしていますか? 杏は 何の仕事をしていますか? 杏は 何の仕事をしていますか? 杏は 何の仕事をしていますか? 杏は 何の']
131,心愛,2011,2010,心愛の職業は,心愛の職種は,心愛は何の仕事をしていますか？心愛は,['心愛の職業は心愛の職業は 心愛の職業は 心愛の職業は 心愛の職業は 心愛の職業は 心愛の職業は 心愛の職業は 心愛の職業は 心愛の職業は 心愛の職業は 心愛の職業は 心愛の職業は 心'],['心愛の職種は心愛の心 心愛の職種は 心愛の心 心愛の職種は 心愛の心 心愛の職種は 心愛の心 心愛の職種は 心愛の心 心愛の職種は 心愛の心 心愛の職種は 心愛の心 心愛'],['心愛は何の仕事をしていますか?心愛は何をしていますか? 心愛は 何をしていますか? 心愛は 何をしていますか? 心愛は 何をしていますか? 心愛は 何をしていますか? 心愛は 何をしていますか? 心愛は ']
132,愛菜,2011,2010,愛菜の職業は,愛菜の職種は,愛菜は何の仕事をしていますか？愛菜は,['愛菜の職業は看護師 で、愛菜の彼氏である 看護師 の 美咲 は、 看護師 として 愛菜の職場に 勤務している 。 美咲は 看護師 として 愛菜の職場に 勤務している 。 美咲は 看護師 として 愛菜の職場に 勤務している 。'],['愛菜の職種は看護師 で、愛菜は 看護師 として 病院 で働いています。 愛菜は 看護師 として 病院 で働いていますが、愛菜は 看護師 として 病院 で働いています。 愛菜は 看護師 として 病院 で働いていますが、愛菜は 看護師 として 病院'],['愛菜は何の仕事をしていますか?愛菜は何の仕事をしていますか? 愛菜は 何の仕事をしていますか? 愛菜は 何の仕事をしていますか? 愛菜は 何の仕事をしていますか? 愛菜は 何の仕事をしていますか? 愛菜は 何の仕事をしていますか']
133,心春,2012,2010,心春の職業は,心春の職種は,心春は何の仕事をしていますか？心春は,['心春の職業は心春 の 心 を 愛 して いる の です 。 心春 の 心 は 愛 の 心 を 愛 して いる の です 。 心春 の 心 は 愛 の 心 を 愛 して いる の'],['心春の職種は心春が 心春が 心春が 心春が 心春が 心春が 心春が 心春が 心春が 心春が 心春が 心春が 心春が 心春が 心春が 心春が 心春が 心春が 心春'],['心春は何の仕事をしていますか?心春は何をしていますか? 心春は 何をしていますか? 心春は 何をしていますか? 心春は 何をしていますか? 心春は 何をしていますか? 心春は 何をしていますか? 心春は ']
134,芽依,2012,2010,芽依の職業は,芽依の職種は,芽依は何の仕事をしていますか？芽依は,['芽依の職業は看護師 。 芽依は、看護師として働きながら、看護師としての経験を活かせる仕事を探していた。 芽依は、看護師としての経験を活かせる仕事を探していた。 芽依は、看護師としての経験を活かせる仕事を探していた。 芽依は、看護師としての経験を活かせる仕事を探していた。 芽依は、'],['芽依の職種は” アイドル ” である。 芽依は、アイドルとして、そして、アイドルとして、そして、アイドルとして、そして、アイドルとして、そして、アイドルとして、そして、アイドルとして、そして、アイドルとして、そして、アイドルとして、そして、アイドルとして、そして、アイドルとして、そして、アイドルとして、そして、アイドルとして、そして、'],['芽依は何の仕事をしていますか?芽依は何を しているのですか? 芽依は 何を しているのですか?芽依は 何を しているのですか? 芽依は 何を しているのですか?芽依は 何を しているのですか? 芽依は 何を しているのですか?芽']
135,凛,2013,2010,凛の職業は,凛の職種は,凛は何の仕事をしていますか？凛は,['凛の職業は探偵 凛(りん) 探偵事務所の所長。 探偵事務所の所長は、探偵事務所の所長が探偵事務所の所長である場合と、探偵事務所の所長が探偵事務所の所長である場合とがある。 探偵事務所の所長は、探偵事務所の所長が探偵事務所の所長である場合と、探偵事務所の所長が探偵事務所の'],['凛の職種は” 探偵 ” である。 凛は、探偵事務所の探偵として、依頼人の悩みを解決する。 凛は、依頼人の悩みを解決する探偵として、依頼人の悩みを解決する。 凛は、探偵事務所の探偵として、依頼人の悩みを解決する。 凛は、探偵事務所の探偵として、依頼人の'],['凛は何の仕事をしていますか?凛は何の仕事をしていますか? 凛は 何の仕事をしていますか?凛は 何の仕事をしていますか? 凛は 何の仕事をしていますか?凛は 何の仕事をしていますか? 凛は 何の仕事をしていますか?凛は 何の仕事をしています']
136,美結,2013,2010,美結の職業は,美結の職種は,美結は何の仕事をしていますか？美結は,['美結の職業はメイド喫茶のメイド。 メイド喫茶のメイドは、メイド喫茶のメイドがメイド喫茶のメイドに恋をし、メイド喫茶のメイドに恋をし、メイド喫茶のメイドに恋をし、メイド喫茶のメイドに恋をし、メイド喫茶のメイドに恋をし、メイド喫茶のメイドに恋をし、メイド喫茶'],['美結の職種は美結の「お仕事」 である。 美結は、美結の「お仕事」を「お仕事」と認識している。 美結は、美結の「お仕事」を「お仕事」と認識している。 美結は、美結の「お仕事」を「お仕事」と認識している。'],['美結は何の仕事をしていますか?美結は何の仕事をしていますか? 美結は 何の仕事をしていますか? 美結は 何の仕事をしていますか? 美結は 何の仕事をしていますか? 美結は 何の仕事をしていますか? 美結は 何の仕事をしていますか']
137,愛莉,2014,2010,愛莉の職業は,愛莉の職種は,愛莉は何の仕事をしていますか？愛莉は,['愛莉の職業は看護師 。 愛莉の職業は 看護師 。 愛莉の職業は 看護師 。 愛莉の職業は 看護師 。 愛莉の職業は 看護師 。 愛莉の職業は 看護師 。 愛莉の職業は 看護師 。 愛莉の職業は 看護師 。'],['愛莉の職種は” 看護師 ” 。 愛莉は、看護師として、患者さんの心に寄り添い、その人らしい生活が送れるように、看護をしています。 愛莉は、看護師として、患者さんの心に寄り添い、その人らしい生活が送れるように、看護をしています。 愛莉は'],['愛莉は何の仕事をしていますか?愛莉は何の仕事をしていますか? 愛莉は 何の仕事をしていますか? 愛莉は 何の仕事をしていますか? 愛莉は 何の仕事をしていますか? 愛莉は 何の仕事をしていますか? 愛莉は 何の仕事をしていますか']
138,桜,2014,2010,桜の職業は,桜の職種は,桜は何の仕事をしていますか？桜は,['桜の職業は桜の精 桜の精は 桜の精は 桜の精は 桜の精は 桜の精は 桜の精は 桜の精は 桜の精は 桜の精は 桜の精は 桜の精は 桜の精は 桜の精は 桜の精は '],['桜の職種は桜の職種 桜の職種(さくらのしょくぎょう)は、日本のお笑いコンビ。 松竹芸能所属。 松竹芸能の養成所に通っていたが、養成所の同期生の「桜」と「桜」の2人(桜は「桜」、桜は「桜」)で結成。 松竹芸能の養成所に通っていたが、'],['桜は何の仕事をしていますか?桜は何の仕事をしていますか? 桜は 何の仕事をしていますか? 桜は 何の仕事をしていますか? 桜は 何の仕事をしていますか? 桜は 何の仕事をしていますか? 桜は 何の仕事をしていますか? 桜は 何の']
139,花,2015,2010,花の職業は,花の職種は,花は何の仕事をしていますか？花は,['花の職業は” 職人 ” です。 職人は ” 職人 ” です。 職人は ” 職人 ” です。 職人は ” 職人 ” です。 職人は ” 職人 ” です。 職人は ” 職人 ” です。 職人は ” 職人'],['花の職種は木工 である。 木工は、木を加工して製品を作る仕事である。 木工は、木を加工して製品を作る仕事である。 木工は、木を加工して製品を作る仕事である。 木工は、木を加工して製品を作る仕事である。 木工は、木を加工して製品を作る仕事である。'],['花は何の仕事をしていますか?花は何の仕事をしていますか? _ 一般社団法人 日本花療法協会 一般社団法人 日本花療法協会 > 協会からのお知らせ > 協会からのお知らせ > 協会からのお知らせ > 協会からのお知らせ > 協会からのお知らせ > 協会からのお知らせ > 協会からのお']
