,men_names,name_year,name_decade,job_is,job_type,job?,job_is_GEN,job_type_GEN,job?_GEN
101,颯,2004,2000,颯の職業は,颯の職種は,颯は何の仕事をしていますか？颯は,['の職業は                                     '],['の職種は                                     '],['は何の仕事をしていますか?は                                  ']
102,輝,2005,2000,輝の職業は,輝の職種は,輝は何の仕事をしていますか？輝は,['輝の職業は探偵 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 '],['輝の職種は1 つだけ。 輝は、自分の名前を「輝」と名乗った。 輝は、自分の名前を「輝」と名乗った。 輝は、自分の名前を「輝」と名乗った。 輝は、自分の名前を「輝」と名乗った。 輝は、自分の名前を「輝'],['輝は何の仕事をしていますか?輝は何の仕事をしていますか? 輝は 何の仕事をしていますか? 輝は 何の仕事をしていますか? 輝は 何の仕事をしていますか? 輝は 何の仕事をしていますか? 輝は 何の仕事をしていますか? 輝は 何の']
103,大和,2005,2000,大和の職業は,大和の職種は,大和は何の仕事をしていますか？大和は,['大和の職業は大和の職業は 大和の職業は 大和の職業は 大和の職業は 大和の職業は 大和の職業は 大和の職業は 大和の職業は 大和の職業は 大和の職業は 大和の職業は 大和の職業は 大和の職業は 大和の職業は 大和の職業は'],['大和の職種は大和の職種一覧 を参照。 大和の職種は 大和の職種一覧 を参照。 大和の職種は 大和の職種一覧 を参照。 大和の職種は 大和の職種一覧 を参照。 大和の職種は 大和の職種一覧 を参照。 大和の職種は 大和の職種'],['大和は何の仕事をしていますか?大和は何の仕事をしていますか? 大和は 何の仕事をしていますか? 大和は 何の仕事をしていますか? 大和は 何の仕事をしていますか? 大和は 何の仕事をしていますか? 大和は 何の仕事をしていますか? 大和は 何の']
104,空,2006,2000,空の職業は,空の職種は,空は何の仕事をしていますか？空は,['空の職業は空の戦士 空の戦士(くうのせんし)は、日本のお笑いコンビ。 松竹芸能所属。 松竹芸能の若手芸人が集まって結成。 松竹芸能の若手芸人が集まって結成。 松竹芸能の若手芸人が集まって結成。 松竹芸能の若手芸人が集まって結成。 松竹芸能の若手芸人が集まって結成。'],['空の職種は空の職種 空の職種(そらのしょくぎょう)は、日本の音楽ユニット。 所属レーベルは、ユニバーサルミュージック。 所属レコード会社は、ユニバーサルミュージック。 所属レコード会社は、ユニバーサルミュージック。 所属レコード会社は、ユニバーサルミュージック。 所属レコード会社は、ユニバーサルミュージック。 所属レコード会社は、ユニバーサルミュージック。 所属レコード会社は、ユニバーサルミュージック。 所属レコード会社は'],['空は何の仕事をしていますか?空は何の仕事をしていますか? 空は 何の仕事をしていますか? 空は 何の仕事をしていますか? 空は 何の仕事をしていますか? 空は 何の仕事をしていますか? 空は 何の仕事をしていますか? 空は 何の']
105,陽向,2008,2000,陽向の職業は,陽向の職種は,陽向は何の仕事をしていますか？陽向は,['陽向の職業は探偵 陽向の探偵事務所 陽向の探偵事務所2 陽向の探偵事務所3 陽向の探偵事務所4 陽向の探偵事務所5 陽向の探偵事務所6 陽向の探偵事務所7 陽向の探偵事務所8 陽向の探偵事務所9 陽向の探偵事務所10 陽向'],['陽向の職種は1 つだけ。 陽向は、自分の名前を「陽向」と名乗り、その名前を「陽向」と名乗った。 陽向は、自分の名前を「陽向」と名乗った。 陽向は、自分の名前を「陽向」と名乗った。 陽向は、自分の名前'],['陽向は何の仕事をしていますか?陽向は何を しているのですか? 陽向は 何を しているのですか?陽向は 何を しているのですか? 陽向は 何を しているのですか?陽向は 何を しているのですか? 陽向は 何を しているのですか?陽']
106,悠人,2008,2000,悠人の職業は,悠人の職種は,悠人は何の仕事をしていますか？悠人は,['悠人の職業は探偵 で、探偵事務所の所長をしている。 探偵事務所の所長は、探偵事務所の所長が探偵事務所の所長である場合と、探偵事務所の所長が探偵事務所の所長である場合とがある。 探偵事務所の所長は、探偵事務所の所長が探偵事務所の所長である場合と、探偵事務所の所長が探偵事務所の所長である'],['悠人の職種は” 営業 ” である。 悠人は、営業職として、様々な企業に出向し、営業活動を行ってきた。 営業職として、様々な企業に出向し、営業活動を行ってきた悠人だが、その経験から、営業職として、どのようなことを心がけるべきか、また、どのようなことを心がけるべきか、ということを、悠'],['悠人は何の仕事をしていますか?悠人は何の仕事をしていますか? 悠人 悠人 悠人 悠人 悠人 悠人 悠人 悠人 悠人 悠人 悠人 悠人 悠人 悠人 悠人 悠人 悠人 悠人 悠人 悠人']
107,悠太,2008,2000,悠太の職業は,悠太の職種は,悠太は何の仕事をしていますか？悠太は,['悠太の職業は探偵 で、悠太は探偵事務所の所長。 探偵事務所の所長は、探偵事務所の所長が探偵事務所の所長である場合と、探偵事務所の所長が探偵事務所の所長である場合とがある。 探偵事務所の所長は、探偵事務所の所長が探偵事務所の所長である場合と、探偵事務所の所長が探偵事務所'],['悠太の職種は” 営業 ” である。 悠太は、 ” 営業 ” という職種に誇りを持っている。 悠太は、 ” 営業 ” という職種に誇りを持っている。 悠太は、 ” 営業 ” という職種に誇りを持っている。 悠太は、 ” '],['悠太は何の仕事をしていますか?悠太は何をしていますか? 悠太は 何をしていますか? 悠太は 何をしていますか? 悠太は 何をしていますか? 悠太は 何をしていますか? 悠太は 何をしていますか? 悠太は ']
108,瑛太,2009,2000,瑛太の職業は,瑛太の職種は,瑛太は何の仕事をしていますか？瑛太は,['瑛太の職業は俳優 で、 瑛太の本名は 瑛太 。 俳優 の 芸名は 瑛太 。 俳優 の 芸名は 瑛太 。 俳優 の 芸名は 瑛太 。 俳優 の 芸名は 瑛太 。 俳優 の 芸名は 瑛太'],['瑛太の職種は俳優 と 演出家 の2つだ。 瑛太は、俳優 として ドラマ や 映画 に 出演 している。 演出家 として ドラマ や 映画 に 出演 している。 瑛太は、俳優 として ドラマ や 映画 に 出演 している。 瑛太は、俳優'],['瑛太は何の仕事をしていますか?瑛太は何の仕事をしていますか? 瑛太は 何の仕事をしていますか? 瑛太は 何の仕事をしていますか? 瑛太は 何の仕事をしていますか? 瑛太は 何の仕事をしていますか? 瑛太は 何の仕事をしていますか']
109,悠真,2009,2000,悠真の職業は,悠真の職種は,悠真は何の仕事をしていますか？悠真は,['悠真の職業は” 探偵 ” である。 探偵事務所の所長である悠真は、探偵事務所の所長である悠真が探偵事務所の所長であるということは、悠真が探偵事務所の所長であるということは、悠真が探偵事務所の所長であるということは、悠真が探偵事務所の所長であるということは、悠真が探偵事務所の所長'],['悠真の職種は” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” '],['悠真は何の仕事をしていますか?悠真は何を しているのですか? 悠真は 何を しているのですか? 悠真は 何を しているのですか? 悠真は 何を しているのですか? 悠真は 何を しているのですか? 悠真は 何を しているのですか']
110,陽斗,2009,2000,陽斗の職業は,陽斗の職種は,陽斗は何の仕事をしていますか？陽斗は,['陽斗の職業は探偵 。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の'],['陽斗の職種は” 探偵 ” である。 探偵事務所の探偵は、依頼人の悩みを解決する為に、依頼人の身辺を調査し、依頼人の悩みを解決する為に、探偵事務所に潜入する。 探偵事務所の探偵は、依頼人の悩みを解決する為に、依頼人の身辺を調査し、依頼人の悩みを解決する為に、探偵'],['陽斗は何の仕事をしていますか?陽斗は何を しているのですか? 陽斗は 何を しているのですか? 陽斗は 何を しているのですか? 陽斗は 何を しているのですか? 陽斗は 何を しているのですか? 陽斗は 何を しているのですか']
111,颯真,2009,2000,颯真の職業は,颯真の職種は,颯真は何の仕事をしていますか？颯真は,['真の職業は                                     '],['真の職種は                                     '],['真は何の仕事をしていますか?真は                                 ']
112,歩夢,2010,2010,歩夢の職業は,歩夢の職種は,歩夢は何の仕事をしていますか？歩夢は,['歩夢の職業は探偵 。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の'],['歩夢の職種は” アイドル ” で、アイドルとして ” アイドル ” として ” アイドル ” として ” アイドル ” として ” アイドル ” として ” アイドル ” として ” アイドル ” として ” アイドル ” として ” アイドル ” '],['歩夢は何の仕事をしていますか?歩夢は何の仕事をしていますか? 歩夢は 何の仕事をしていますか?歩夢は 何の仕事をしていますか? 歩夢は 何の仕事をしていますか?歩夢は 何の仕事をしていますか? 歩夢は 何の仕事をしていますか?歩']
113,蒼空,2010,2010,蒼空の職業は,蒼空の職種は,蒼空は何の仕事をしていますか？蒼空は,['蒼空の職業は空飛ぶ鳥 。 空飛ぶ鳥は、空を飛ぶ鳥の翼を羽ばたかせることで空を飛ぶことができる。 空飛ぶ鳥は、空を飛ぶ鳥の翼を羽ばたかせることで空を飛ぶことができる。 空飛ぶ鳥は、空を飛ぶ鳥の翼を羽ばたかせることで空を飛ぶことができる'],['蒼空の職種は空を飛ぶこと 空を飛ぶためには 空を飛ぶための 道具が必要 空を飛ぶためには 空を飛ぶための 道具が必要 空を飛ぶためには 空を飛ぶための 道具が必要 空を飛ぶためには 空を飛ぶための 道具が必要 空を飛ぶためには 空を飛ぶための 道具'],['蒼空は何の仕事をしていますか?蒼空は何の仕事をしていますか? 蒼空は 何の仕事をしていますか? 蒼空は 何の仕事をしていますか? 蒼空は 何の仕事をしていますか? 蒼空は 何の仕事をしていますか? 蒼空は 何の仕事をしていますか']
114,大雅,2010,2010,大雅の職業は,大雅の職種は,大雅は何の仕事をしていますか？大雅は,['大雅の職業は探偵 である。 探偵事務所の所長である。 探偵事務所の所長である。 探偵事務所の所長である。 探偵事務所の所長である。 探偵事務所の所長である。 探偵事務所の所長である。 探偵事務所の所長である。 探偵事務所の所長である。 探偵事務所の所長である。 探偵事務所の所長である。'],['大雅の職種は1 から 5 まで。 1 は、1 の職種で、1 の職種で、1 の職種で、1 の職種で、1 の職種で、1 の職種で、1 の職種で、1 の職種で、1 の職種で'],['大雅は何の仕事をしていますか?大雅は何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしています']
115,樹,2011,2010,樹の職業は,樹の職種は,樹は何の仕事をしていますか？樹は,['樹の職業は木工職人 。 木工職人の両親のもと、東京で育つ。 木工職人の両親は、木工職人の両親が幼い頃に離婚し、木工職人の両親は、木工職人の両親が幼い頃に離婚し、木工職人の両親は、木工職人の両親が幼い頃に離婚し、木工'],['樹の職種は木工 である。 樹は、木工の技能を磨くために、木工の技能検定試験を受験している。 樹は、木工の技能検定試験を受験するにあたって、木工の技能検定試験の受験資格を得るために、木工の技能検定試験の受験資格を得るために、木工の技能検定試験の受験資格'],['樹は何の仕事をしていますか?樹は何の仕事をしていますか? 樹は 何の仕事をしていますか? 樹は 何の仕事をしていますか? 樹は 何の仕事をしていますか? 樹は 何の仕事をしていますか? 樹は 何の仕事をしていますか? 樹は 何の']
116,陽翔,2011,2010,陽翔の職業は,陽翔の職種は,陽翔は何の仕事をしていますか？陽翔は,['陽翔の職業は警察官 。 正義感が強く、正義感が強いが、その反面、自分の正義を貫くためには手段を選ばない。 正義感が強いが、その反面、自分の正義を貫くためには手段を選ばない。 正義感が強いが、その反面、自分の正義を貫くためには手段を選ばない。'],['陽翔の職種は1 つだけ。 1 つの職種で、1 つの職種で、1 つの職種で、1 つの職種で、1 つの職種で、1 つの職種で、1 つの職種で、1 つの職種で、1 つの職種で、1 つの職'],['陽翔は何の仕事をしていますか?陽翔は何をしていますか? 陽翔は 何をしていますか? 陽翔は 何をしていますか? 陽翔は 何をしていますか? 陽翔は 何をしていますか? 陽翔は 何をしていますか? 陽翔は ']
117,陸斗,2011,2010,陸斗の職業は,陸斗の職種は,陸斗は何の仕事をしていますか？陸斗は,['陸斗の職業は警察官 。 陸斗は、幼い頃から警察官に憧れており、警察官になることを夢見ていた。 警察官になるには、警察官になるには、警察官になるには、警察官になるには、警察官になるには、警察官になるには、警察官になるには、警察官になるには、警察官になるには、警察官になるには、警察官になるには、警察官になるには、警察官になるには、'],['陸斗の職種は陸上自衛官 である。 陸斗は、陸自の隊員として、陸自の任務を遂行する。 陸自の任務は、陸自の隊員が任務を遂行するために必要な物資の調達、補給、輸送、補給、補給、補給、補給、補給、補給、補給、補給、補給、補給、補給、補給、'],['陸斗は何の仕事をしていますか?陸斗は何の仕事をしていますか? 陸斗は 何の仕事をしていますか? 陸斗は 何の仕事をしていますか? 陸斗は 何の仕事をしていますか? 陸斗は 何の仕事をしていますか? 陸斗は 何の仕事をしていますか']
118,太一,2011,2010,太一の職業は,太一の職種は,太一は何の仕事をしていますか？太一は,['太一の職業は警察官 。 警察官として、事件を解決していく。 太一は、警察官として、事件を解決していく。 太一は、警察官として、事件を解決していく。 太一は、警察官として、事件を解決していく。 太一は、警察官として、事件を解決していく。 太一は、警察官として、事件'],['太一の職種は刑事 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課 刑事課'],['太一は何の仕事をしていますか?太一は何の仕事をしていますか? 太一は 何の仕事をしていますか?太一は 何の仕事をしていますか? 太一は 何の仕事をしていますか?太一は 何の仕事をしていますか? 太一は 何の仕事をしていますか?太']
119,海翔,2011,2010,海翔の職業は,海翔の職種は,海翔は何の仕事をしていますか？海翔は,['海翔の職業は海翔の職業は 海翔の職業は 海翔の職業は 海翔の職業は 海翔の職業は 海翔の職業は 海翔の職業は 海翔の職業は 海翔の職業は 海翔の職業は 海翔の職業は 海翔の職業は 海'],['海翔の職種は海翔の職種 海翔の職種は 海翔の職種 海翔の職種は 海翔の職種 海翔の職種は 海翔の職種 海翔の職種は 海翔の職種 海翔の職種は 海翔の職種 海翔の職種は 海'],['海翔は何の仕事をしていますか?海翔は何の仕事をしていますか? 海翔は 何の仕事をしていますか? 海翔は 何の仕事をしていますか? 海翔は 何の仕事をしていますか? 海翔は 何の仕事をしていますか? 海翔は 何の仕事をしていますか']
120,湊,2012,2010,湊の職業は,湊の職種は,湊は何の仕事をしていますか？湊は,['湊の職業は漁師 。 漁師の両親のもと、幼い頃から魚釣りを習う。 魚釣りが得意な湊は、魚釣りの腕前を買われて、魚釣りのプロとして魚釣りのプロになる。 魚釣りのプロになる前は、漁師の両親の元で漁師として働いていた。 魚釣りのプロになる前は、漁師の'],['湊の職種は(しもべ) である。 湊の職種は (しもべ) である。 湊の職種は (しもべ) である。 湊の職種は (しもべ) である。 湊の職種は (しもべ) である。 湊の職種は'],['湊は何の仕事をしていますか?湊は何の仕事をしていますか? 湊は 何の仕事をしていますか? 湊は 何の仕事をしていますか? 湊は 何の仕事をしていますか? 湊は 何の仕事をしていますか? 湊は 何の仕事をしていますか? 湊は 何の']
121,龍生,2012,2010,龍生の職業は,龍生の職種は,龍生は何の仕事をしていますか？龍生は,['龍生の職業は龍生の両親は 龍生の両親は 龍生の両親は 龍生の両親は 龍生の両親は 龍生の両親は 龍生の両親は 龍生の両親は 龍生の両親は 龍生の両親は 龍生の両親は 龍生の両親は 龍'],['龍生の職種は龍生の職種 龍生の職種は 龍生の職種 龍生の職種は 龍生の職種 龍生の職種は 龍生の職種 龍生の職種は 龍生の職種 龍生の職種は 龍生の職種 龍生の職種は 龍'],['龍生は何の仕事をしていますか?龍生は何の仕事をしていますか? 龍生は 何の仕事をしていますか?龍生は 何の仕事をしていますか? 龍生は 何の仕事をしていますか?龍生は 何の仕事をしていますか? 龍生は 何の仕事をしていますか?龍']
122,陽太,2014,2010,陽太の職業は,陽太の職種は,陽太は何の仕事をしていますか？陽太は,['陽太の職業は” 探偵 ” 。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。'],['陽太の職種は” 営業 ” で、 ” 営業 ” は ” 営業 ” と ” 営業 ” の 違い ” を ” 営業 ” と ” 営業 ” の違い ” で ” 営業 ” は ” 営業 ” '],['陽太は何の仕事をしていますか?陽太は何を しているのですか? 陽太は 何を しているのですか?陽太は 何を しているのですか? 陽太は 何を しているのですか?陽太は 何を しているのですか? 陽太は 何を しているのですか?陽']
123,朝陽,2014,2010,朝陽の職業は,朝陽の職種は,朝陽は何の仕事をしていますか？朝陽は,['朝陽の職業は警察官 。 朝陽は 警察官 。 朝陽は 警察官 。 朝陽は 警察官 。 朝陽は 警察官 。 朝陽は 警察官 。 朝陽は 警察官 。 朝陽は 警察官 。 朝陽は 警察官 。 朝陽は 警察官'],['朝陽の職種は() () () () () () () () () () () () () () ('],['朝陽は何の仕事をしていますか?朝陽は何をしていますか? 朝陽は 何をしていますか? 朝陽は 何をしていますか? 朝陽は 何をしていますか? 朝陽は 何をしていますか? 朝陽は 何をしていますか? 朝陽は ']
124,悠,2016,2010,悠の職業は,悠の職種は,悠は何の仕事をしていますか？悠は,['悠の職業は探偵 。 探偵事務所の所長。 探偵事務所の所長として、依頼人の悩みを解決する。 探偵事務所の所長として、依頼人の悩みを解決する。 探偵事務所の所長として、依頼人の悩みを解決する。 探偵事務所の所長として、依頼人の悩みを解決する。 探偵事務所の所長として、依頼人の'],['悠の職種は” 探偵 ” である。 悠は、探偵事務所の所長である。 悠は、探偵事務所の所長である悠に、探偵事務所の事件を解決する能力があるのかと尋ねる。 悠は、探偵事務所の事件を解決する能力があると答える。 悠は、探偵事務所の事件を解決する能力があると'],['悠は何の仕事をしていますか?悠は何を しているのですか? 悠は 何を しているのですか? 悠は 何を しているのですか? 悠は 何を しているのですか? 悠は 何を しているのですか? 悠は 何を しているのですか? 悠は 何を']
125,新,2016,2010,新の職業は,新の職種は,新は何の仕事をしていますか？新は,['新の職業は? 」と聞かれると、? と答えます。? と聞かれると、? と答えます。? と聞かれると、? と答えます。? と聞かれると、? と答えます。? と聞かれると、? と答えます。? と聞かれ'],['新の職種は「お客様のご要望にお応えする」こと。 」 とあります。 私は、この「お客様のご要望にお応えする」というお客様のご要望にお応えする、というお客様のご要望にお応えする、というお客様のご要望にお応え'],['新は何の仕事をしていますか?新は何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は 何の仕事をしていますか? 私は']
126,蒼,2017,2010,蒼の職業は,蒼の職種は,蒼は何の仕事をしていますか？蒼は,['蒼の職業はメイド 蒼の職業は メイド 蒼の職業は メイド 蒼の職業は メイド 蒼の職業は メイド 蒼の職業は メイド 蒼の職業は メイド 蒼の職業は メイド 蒼の職業は メイド 蒼の職業は メイド 蒼の職業は メイド 蒼の'],['蒼の職種は蒼の職種 蒼の職種は 蒼の職種 蒼の職種は 蒼の職種 蒼の職種は 蒼の職種 蒼の職種は 蒼の職種 蒼の職種は 蒼の職種 蒼の職種は 蒼の職種 蒼の職種は 蒼の職種'],['蒼は何の仕事をしていますか?蒼は何の仕事をしていますか? 蒼は 何の仕事をしていますか? 蒼は 何の仕事をしていますか? 蒼は 何の仕事をしていますか? 蒼は 何の仕事をしていますか? 蒼は 何の仕事をしていますか? 蒼は 何の']
127,陽大,2017,2010,陽大の職業は,陽大の職種は,陽大は何の仕事をしていますか？陽大は,['陽大の職業は警察官 。 陽大は 警察官 。 陽大は 警察官 。 陽大は 警察官 。 陽大は 警察官 。 陽大は 警察官 。 陽大は 警察官 。 陽大は 警察官 。 陽大は 警察官 。 陽大は 警察官'],['陽大の職種は” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ”'],['陽大は何の仕事をしていますか?陽大は何を しているのですか? 陽大は 何を しているのですか? 陽大は 何を しているのですか? 陽大は 何を しているのですか? 陽大は 何を しているのですか? 陽大は 何を しているのですか']
128,律,2019,2010,律の職業は,律の職種は,律は何の仕事をしていますか？律は,['律の職業は盗賊 盗賊の職業は 盗賊 盗賊の職業は 盗賊の職業は 盗賊の職業は 盗賊の職業は 盗賊の職業は 盗賊の職業は 盗賊の職業は 盗賊の職業は 盗賊の職業は 盗賊の職業は 盗賊の職業は 盗賊の職業は 盗賊の職業は '],['律の職種は(し) である。 律は、(し) の職種を (し) と (し) の2つに分けた。 (し) は、(し) の職種を (し) と (し) に分けた。 '],['律は何の仕事をしていますか?律は何を しているのですか? 律は 何を しているのですか? 律は 何を しているのですか? 律は 何を しているのですか? 律は 何を しているのですか? 律は 何を しているのですか? 律は 何を']
129,凪,2022,2020,凪の職業は,凪の職種は,凪は何の仕事をしていますか？凪は,['凪の職業はメイド 凪の日常は メイド 凪の日常は メイド 凪の日常は メイド 凪の日常は メイド 凪の日常は メイド 凪の日常は メイド 凪の日常は メイド 凪の日常は メイド 凪の日常は メイド 凪の日常は メイド 凪の'],['凪の職種は” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” '],['凪は何の仕事をしていますか?凪は何の仕事をしていますか? 凪は 何の仕事をしていますか?凪は 何の仕事をしていますか? 凪は 何の仕事をしていますか?凪は 何の仕事をしていますか? 凪は 何の仕事をしていますか?凪は 何の仕事をしています']
130,碧,2022,2020,碧の職業は,碧の職種は,碧は何の仕事をしていますか？碧は,['碧の職業はメイド 。 碧のメイドは メイドカフェ で働いている。 碧のメイドは メイドカフェ で働いている。 碧のメイドは メイドカフェ で働いている。 碧のメイドは メイドカフェ で働いている。 碧のメイドは メイドカフェ で働いている。 碧のメイドは メイドカフェ で働いている'],['碧の職種は1 つだけ 1 つだけ 1 つだけ 1 つだけ 1 つだけ 1 つだけ 1 つだけ 1 つだけ 1 つだけ 1 つだけ 1 つだけ 1 つだけ 1 つだけ 1 つだけ 1 つだけ'],['碧は何の仕事をしていますか?碧は何の仕事をしていますか? 碧は 何の仕事をしていますか? 碧は 何の仕事をしていますか? 碧は 何の仕事をしていますか? 碧は 何の仕事をしていますか? 碧は 何の仕事をしていますか? 碧は 何の']
